Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2006","70336","Yorkshire and The Humber","North Yorkshire","A168","TR","437625","473325","A168 Spur to Rndbt Flyover","A168 Merge Main Route","0.31","0","8","668","5","125","31","8","10","5","11","24","88","894"
"2006","70337","Yorkshire and The Humber","Leeds","M1","TM","443000","434580","47","48","1.62","0","81","31551","246","6324","745","192","268","380","1221","1232","4039","42241"
"2006","70338","Yorkshire and The Humber","Leeds","A1","TM","443250","439600","A1(M)","LA Boundary","0.43","0","36","7982","80","1695","324","72","51","195","804","714","2159","11952"
"2006","70339","Yorkshire and The Humber","North Yorkshire","A1","TM","443350","439950","LA Boundary","A64","0.43","0","20","3591","45","615","146","18","21","21","93","140","440","4711"
"2006","70340","Yorkshire and The Humber","North Yorkshire","A64","TR","443350","440180","A1(M) roundabout","A1(M) spur","0.43","0","44","5502","35","835","141","27","57","40","77","127","469","6885"
"2006","70341","Yorkshire and The Humber","York","A1036","PU","461050","451330","A19","A1079","0.06","12","3","173","2","35","4","0","0","0","0","0","5","217"
"2006","70348","Yorkshire and The Humber","North Yorkshire","A1","TM","421700","508000","A1M/B6275","56/B6275","0.37","0","13","4045","40","763","212","29","32","68","252","229","823","5684"
"2006","73007","Yorkshire and The Humber","Sheffield","M1","TM","436610","396500","35","LA boundary","1.3","0","108","40140","215","7328","2068","317","243","518","1974","1311","6431","54222"
"2006","73008","Yorkshire and The Humber","Barnsley","A6135","PR","436560","398000","LA boundary","B6090","0.62","4","14","1716","18","218","21","1","2","1","1","1","27","1994"
"2006","73009","Yorkshire and The Humber","Doncaster","A635","PR","447630","404900","LA boundary","B6411","0.56","1","27","2124","6","448","109","13","20","16","48","52","258","2863"
"2006","73010","Yorkshire and The Humber","Wakefield","A628","PR","442710","412000","LA Boundary","B6422","0.93","4","33","3337","59","581","75","12","20","7","14","9","138","4148"
"2006","73011","Yorkshire and The Humber","Barnsley","M1","TM","429776","412010","38","LA boundary","0.06","0","6","1529","8","264","76","9","8","21","63","59","237","2044"
"2006","73012","Yorkshire and The Humber","Barnsley","A637","PR","429640","412030","Mi jn 38","LA boundary","0.12","0","3","448","3","81","11","2","1","1","3","4","23","557"
"2006","73013","Yorkshire and The Humber","Barnsley","A628","TR","418000","401170","LA boundary","A616","4.16","6","84","9658","18","1301","1194","169","211","234","603","732","3144","14205"
"2006","73014","Yorkshire and The Humber","Sheffield","A616","TR","427210","398910","LA boundary","A6102","2.67","0","62","8530","41","1792","747","118","112","85","381","588","2031","12457"
"2006","73015","Yorkshire and The Humber","Sheffield","A616","TR","429278","398530","A6102","LA boundary","0.12","0","7","660","4","137","44","9","5","9","21","37","125","932"
"2006","73109","Yorkshire and The Humber","Bradford","A58","PU","414750","426010","LA Boundary","A641","0.06","1","1","236","1","54","11","2","1","1","2","3","20","312"
"2006","73110","Yorkshire and The Humber","Calderdale","A641","PU","414790","425500","A649","LA Boundary","0.43","1","13","1603","35","330","70","6","4","1","2","2","84","2066"
"2006","73111","Yorkshire and The Humber","Kirklees","A58","PU","417000","426440","LA Boundary","M62","1.49","10","49","5966","60","1271","223","29","17","31","63","60","423","7770"
"2006","73112","Yorkshire and The Humber","Bradford","M606","TM","417020","429250","LA Boundary","A6177","1.55","0","109","26406","137","6166","653","223","109","148","777","545","2454","35273"
"2006","73113","Yorkshire and The Humber","Leeds","A650","PU","421370","428802","LA Boundary","A58","0.43","5","12","1569","3","414","133","18","15","14","36","53","268","2266"
"2006","73114","Yorkshire and The Humber","Bradford","A647","PU","419130","433610","A6177","LA Boundary","1.06","13","26","5396","145","693","115","12","17","10","18","13","184","6445"
"2006","73115","Yorkshire and The Humber","Bradford","A657","PU","419238","437153","A658","LA Boundary","0.31","5","14","1692","22","236","19","4","5","6","7","2","44","2008"
"2006","73116","Yorkshire and The Humber","Leeds","A658","PU","420360","439950","LA Boundary","A65","0.37","2","12","2945","8","395","40","6","11","8","13","7","85","3445"
"2006","73117","Yorkshire and The Humber","Leeds","A6038","PU","418310","441800","Hawksworth Lane","A65","0.75","11","7","2543","19","342","58","9","11","2","4","3","86","2997"
"2006","73118","Yorkshire and The Humber","Bradford","A65","PR","417802","443748","A6038","LA Boundary","0.5","30","33","3616","60","422","41","12","12","10","5","5","85","4216"
"2006","73119","Yorkshire and The Humber","Bradford","A6038","PR","417742","444274","A65","LA Boundary","0.12","2","3","416","8","58","6","1","6","0","1","1","16","501"
"2006","73121","Yorkshire and The Humber","North Yorkshire","A629","TR","401580","445500","LA Boundary","A6068","0.68","3","99","5296","21","878","218","35","34","25","78","55","445","6739"
"2006","73122","Yorkshire and The Humber","Bradford","A6033","PR","403500","435430","LA Boundary","A629","4.35","11","64","3282","54","494","35","8","22","3","2","0","70","3963"
"2006","73123","Yorkshire and The Humber","Bradford","A629","PR","407200","432830","A44 Thornton Rd","A644 Brighouse Rd","0.62","3","43","1990","8","384","82","10","21","7","10","17","147","2571"
"2006","73124","Yorkshire and The Humber","Calderdale","A647","PU","408800","427000","A58","LA Boundary","1.99","39","75","8362","120","1080","115","31","54","5","7","6","217","9854"
"2006","73126","Yorkshire and The Humber","Calderdale","A644","PU","411200","428530","LA Boundary","A6036","1.18","11","32","3941","62","630","125","21","36","8","21","15","226","4891"
"2006","73127","Yorkshire and The Humber","Calderdale","A6036","PR","412500","428800","A644","LA Boundary","1.18","12","49","7107","137","947","157","24","26","12","29","19","268","8508"
"2006","73207","Yorkshire and The Humber","Kirklees","M62","TM","407000","416460","LA Boundary","23","3.29","0","189","73861","367","17479","4273","702","310","1551","4533","6335","17704","109599"
"2006","73208","Yorkshire and The Humber","Calderdale","M62","TM","411008","419402","LA Boundary","24","0.19","0","10","3874","15","932","171","40","30","67","338","351","997","5827"
"2006","73209","Yorkshire and The Humber","Calderdale","A629","PR","411168","419407","LA Boundary","M62","0.19","1","16","1675","13","389","60","14","10","8","15","25","132","2225"
"2006","73210","Yorkshire and The Humber","Calderdale","A643","PU","413168","420544","LA Boundary","A6107","0.25","1","5","786","3","103","6","1","3","0","1","1","12","908"
"2006","73211","Yorkshire and The Humber","Calderdale","M62","TM","412000","419810","24","LA Boundary","1.3","0","90","33289","222","7630","1081","341","304","597","2864","2963","8151","49382"
"2006","73212","Yorkshire and The Humber","Calderdale","A6107","PU","413430","420640","A643","LA Boundary","0.25","1","9","1011","6","116","7","2","6","2","1","1","19","1161"
"2006","73213","Yorkshire and The Humber","Kirklees","A641","PU","414780","420550","A6107","LA Boundary","0.43","4","21","2354","29","273","45","5","5","3","6","1","64","2741"
"2006","73214","Yorkshire and The Humber","Calderdale","M62","TM","416280","421992","LA Boundary","A644","0.25","0","17","6341","42","1453","206","65","58","114","546","564","1553","9406"
"2006","73215","Yorkshire and The Humber","Kirklees","A62","PU","417536","420589","A6107","LA Boundary","0.12","4","13","1302","15","208","39","6","8","5","18","13","87","1624"
"2006","73216","Yorkshire and The Humber","Calderdale","M62","TM","417000","423500","25","LA Boundary","1.68","0","168","51400","192","12125","1598","435","306","726","3852","3281","10198","74082"
"2006","73217","Yorkshire and The Humber","Kirklees","A643","PU","416680","424870","LA Boundary","A649","0.06","0","1","158","1","21","3","0","0","0","0","0","4","186"
"2006","73218","Yorkshire and The Humber","Calderdale","A649","PU","415550","425150","A641","LA Boundary","0.87","8","8","1608","6","332","17","5","7","0","2","1","32","1986"
"2006","73223","Yorkshire and The Humber","Calderdale","M62","TM","398428","414780","LA Boundary","22","0.5","0","32","12157","76","2295","746","101","50","281","1086","888","3153","17712"
"2006","73224","Yorkshire and The Humber","Calderdale","A672","PR","398564","414500","LA Boundary","M62","0.5","1","3","592","5","122","36","3","2","3","6","8","58","781"
"2006","73334","Yorkshire and The Humber","North Yorkshire","A1","TM","424600","512350","57/A66M","LA Boundary","1.37","0","86","15535","93","2499","883","129","101","265","896","1068","3343","21556"
"2006","73335","Yorkshire and The Humber","North Yorkshire","A66","TR","426950","512684","A66M","LA Boundary","0.12","1","5","696","5","113","24","4","6","3","8","27","73","891"
"2006","73374","Yorkshire and The Humber","Rotherham","A618","PR","446830","383200","LA Boundary","A57","1.55","1","73","7044","77","1349","214","35","45","25","26","30","376","8918"
"2006","73402","Yorkshire and The Humber","Doncaster","A60","PR","458900","391690","LA Boundary","A631","1.55","9","11","1399","20","219","36","5","10","3","5","10","69","1717"
"2006","73404","Yorkshire and The Humber","Doncaster","A614","PR","465095","392720","LA Boundary","A631","0.12","2","5","441","5","66","15","3","3","2","5","14","42","558"
"2006","73405","Yorkshire and The Humber","Doncaster","M180","TM","470960","409500","1","LA Boundary","2.92","0","41","22451","140","6332","1057","187","167","402","4140","4410","10363","39327"
"2006","73406","Yorkshire and The Humber","North Lincolnshire","A18","PR","475480","410000","LA Boundary","A161","3.36","1","36","5058","12","1078","244","39","42","97","246","282","949","7133"
"2006","73407","Yorkshire and The Humber","East Riding of Yorkshire","A614","PR","466800","420050","LA Boundary","A1041","1.86","3","56","1996","4","348","57","13","42","13","53","90","268","2673"
"2006","73408","Yorkshire and The Humber","Wakefield","A1","TR","451054","413646","LA Boundary","A639","0.06","0","5","873","7","166","52","7","7","21","75","70","231","1282"
"2006","73409","Yorkshire and The Humber","Doncaster","A638","PR","451000","409910","A1M","LA Boundary","2.42","12","76","6272","50","986","169","12","32","16","31","37","296","7680"
"2006","73410","Yorkshire and The Humber","Rotherham","A6023","PU","445000","401100","A633","LA Boundary","1.49","97","29","3546","107","564","108","15","8","7","9","17","164","4410"
"2006","73411","Yorkshire and The Humber","Doncaster","A6022","PU","446844","399766","LA Boundary","A6023","0.06","1","1","280","7","33","6","1","1","0","1","0","9","330"
"2006","73412","Yorkshire and The Humber","Rotherham","A630","PR","447330","396250","School Lane","LA Boundary","2.3","14","57","6505","131","1015","292","73","86","31","89","110","681","8389"
"2006","73413","Yorkshire and The Humber","Rotherham","M18","TM","450282","393094","1","LA Boundary","1.3","0","106","25896","204","4946","1530","237","230","530","2239","1928","6695","37846"
"2006","73414","Yorkshire and The Humber","Doncaster","A631","PR","458000","392740","LA Boundary","A60","0.93","2","20","1687","5","277","90","18","14","16","31","29","198","2186"
"2006","73454","Yorkshire and The Humber","North Yorkshire","A166","PR","470160","455510","LA Boundary","LA Boundary","1.37","6","112","4064","59","666","131","34","28","14","28","76","312","5212"
"2006","73455","Yorkshire and The Humber","York","A166","PR","467000","453250","A64 / A1079","LA Boundary","3.23","15","265","9605","139","1573","310","80","66","33","67","180","737","12320"
"2006","73457","Yorkshire and The Humber","North Yorkshire","A163","PR","467000","436320","A19","LA Boundary","4.78","103","23","4413","65","775","154","45","33","30","68","68","398","5674"
"2006","73458","Yorkshire and The Humber","East Riding of Yorkshire","A645","PR","469600","424280","LA Boundary","A614","1.12","2","4","1664","13","339","42","8","18","9","41","51","169","2189"
"2006","73459","Yorkshire and The Humber","East Riding of Yorkshire","A1041","TR","464270","422500","A645","LA Boundary","0.43","6","27","879","15","117","21","3","4","5","8","14","55","1093"
"2006","73460","Yorkshire and The Humber","North Yorkshire","M62","TM","458300","422200","34","LA Boundary","3.17","0","136","33835","160","8089","1663","421","638","673","4530","4445","12371","54591"
"2006","73461","Yorkshire and The Humber","North Lincolnshire","A161","PR","478240","413780","A18","LA Boundary","7.08","8","31","4703","83","993","142","26","31","34","54","31","318","6128"
"2006","73463","Yorkshire and The Humber","East Riding of Yorkshire","A15","PR","502370","425000","LA Boundary","A1105","1.3","1","63","6796","75","1294","252","28","8","47","144","281","759","8986"
"2006","73464","Yorkshire and The Humber","East Riding of Yorkshire","A63","TR","503000","425680","A63 spur","LA Boundary","2.11","2","236","28175","170","5061","997","309","219","171","726","1670","4092","37735"
"2006","73465","Yorkshire and The Humber","East Riding of Yorkshire","A1105","PU","503000","427200","Heads Lane","LA Boundary","1.37","150","70","5546","55","766","125","12","5","8","15","17","183","6621"
"2006","73466","Yorkshire and The Humber","East Riding of Yorkshire","A1079","PR","507662","434294","A1174","LA Boundary","0.25","31","22","1417","41","157","18","5","1","2","3","1","31","1668"
"2006","73467","Yorkshire and The Humber","East Riding of Yorkshire","A1033","PR","507852","434384","A1079","LA Boundary","0.43","64","34","2307","10","342","52","10","7","12","24","14","118","2812"
"2006","73469","Yorkshire and The Humber","East Riding of Yorkshire","A1033","PR","518730","427740","A1033(T)","B1240","2.24","8","107","6740","28","719","127","50","36","17","23","34","287","7881"
"2006","73659","Yorkshire and The Humber","Wakefield","A636","PR","427240","413850","LA Boundary","A637","0.93","6","23","3649","20","546","131","13","24","5","10","13","196","4434"
"2006","73660","Yorkshire and The Humber","Wakefield","A637","PR","426800","414680","A636","LA Boundary","1.62","4","42","5278","37","1031","84","8","12","14","19","13","151","6538"
"2006","73661","Yorkshire and The Humber","Kirklees","A642","PR","424000","415720","A637","LA Boundary","1.86","5","38","4830","10","770","70","10","14","10","16","12","133","5781"
"2006","73662","Yorkshire and The Humber","Wakefield","A638","PU","428000","421660","M1","LA Boundary","1.99","17","91","14695","234","2542","254","80","73","51","181","155","793","18355"
"2006","73663","Yorkshire and The Humber","Leeds","A653","PU","427200","425180","LA Boundary","A6029","0.62","4","21","2775","39","435","37","14","12","7","15","11","96","3366"
"2006","73664","Yorkshire and The Humber","Leeds","A58","PU","421490","428488","LA Boundary","A650","0.06","1","1","220","2","44","4","1","3","0","0","0","9","275"
"2006","73665","Yorkshire and The Humber","Kirklees","A640","PR","400500","413360","LA Boundary","B6114","1.62","5","9","589","2","100","10","2","1","0","1","0","14","714"
"2006","73688","Yorkshire and The Humber","North Yorkshire","A56","PR","391570","449100","LA Boundary","A59","2.42","27","66","11691","163","1578","533","57","29","54","139","102","915","14412"
"2006","73690","Yorkshire and The Humber","North Yorkshire","A682","PR","385530","455000","LA Boundary","A65","4.04","3","9","3183","19","501","208","43","175","83","150","164","823","4535"
"2006","73692","Yorkshire and The Humber","North Yorkshire","A65","TR","367000","474150","LA Boundary","A687","1.99","3","24","4244","26","629","183","28","47","51","57","79","446","5368"
"2006","73697","Yorkshire and The Humber","Leeds","M1","TM","430000","423890","LA Boundary","41","1.24","0","169","39170","143","8408","1537","257","246","386","1425","1234","5085","52976"
"2006","73698","Yorkshire and The Humber","Leeds","A61","PU","433180","426300","LA Boundary","A654","1.49","42","59","4331","84","644","70","11","8","5","5","3","102","5221"
"2006","73699","Yorkshire and The Humber","Wakefield","M62","TM","438600","424140","LA Boundary","31","1.68","0","214","35647","217","9668","1457","403","280","708","3495","2848","9191","54937"
"2006","73700","Yorkshire and The Humber","Wakefield","A639","PR","441027","425708","LA Boundary","A6032","0.19","2","7","528","5","82","6","0","10","1","2","1","20","643"
"2006","73701","Yorkshire and The Humber","Wakefield","A656","PU","442900","426140","A6032","Green St","0.25","13","12","1031","19","230","37","7","8","2","3","5","60","1351"
"2006","73702","Yorkshire and The Humber","North Yorkshire","A63","TR","445935","431235","LA Boundary","A1M\A63","0.62","0","69","7960","60","1796","342","63","130","160","467","812","1974","11858"
"2006","73703","Yorkshire and The Humber","Leeds","A1","TM","443305","439450","A1M merge","LA Boundary","0.31","0","14","2565","32","439","104","13","15","15","66","100","314","3365"
"2006","73704","Yorkshire and The Humber","North Yorkshire","A1","TM","443125","439985","LA Boundary","A64","0.19","0","16","3421","34","726","139","31","22","84","344","306","925","5122"
"2006","73705","Yorkshire and The Humber","North Yorkshire","A64","PR","442955","440125","LA Boundary","A1M","0.19","0","6","1090","6","148","15","3","11","3","10","8","50","1299"
"2006","73706","Yorkshire and The Humber","North Yorkshire","A1","TM","443085","440280","A64","LA Boundary","0.19","0","17","3903","20","829","169","29","33","73","267","378","950","5720"
"2006","73708","Yorkshire and The Humber","North Yorkshire","A659","PR","446000","444500","LA Boundary","A659 High St","2.61","15","70","4198","59","570","63","1","0","2","2","2","70","4966"
"2006","73709","Yorkshire and The Humber","Leeds","A61","PR","431230","445900","A659","LA Boundary","0.19","1","7","833","6","23","10","3","2","1","1","0","17","886"
"2006","73710","Yorkshire and The Humber","East Riding of Yorkshire","A1033","TU","516220","428920","LA Boundary","A1033 non-trunk","0.5","36","83","5081","55","783","140","52","42","30","132","141","537","6538"
"2006","73711","Yorkshire and The Humber","Leeds","A643","PU","424620","427360","LA Boundary","A650","0.56","13","14","1213","14","186","9","1","4","1","5","1","21","1448"
"2006","73751","Yorkshire and The Humber","North East Lincolnshire","A1031","PR","531000","405560","Walk Lane, Humberstone","A1098","1.55","91","83","5641","73","627","83","6","3","16","3","1","111","6535"
"2006","73753","Yorkshire and The Humber","North East Lincolnshire","A16","PR","528080","403760","LA Boundary","B1219","0.62","85","42","3251","22","503","68","12","5","8","12","41","146","3964"
"2006","73758","Yorkshire and The Humber","North East Lincolnshire","A180","TR","513524","414442","LA Boundary","A160","0.19","0","6","1193","4","298","65","15","16","30","236","213","575","2076"
"2006","73759","Yorkshire and The Humber","North Lincolnshire","A18","PR","511200","410712","B1210","LA Boundary","0.25","0","4","492","4","77","22","2","2","4","8","8","47","623"
"2006","73832","Yorkshire and The Humber","North Lincolnshire","A1173","PU","517330","416395","LA Boundary","A160","0.56","13","12","1248","18","383","87","23","29","9","73","85","306","1966"
"2006","73833","Yorkshire and The Humber","North East Lincolnshire","A160","TR","513660","414620","A180","LA Boundary","0.37","0","3","805","3","216","54","21","40","38","235","294","683","1710"
"2006","73834","Yorkshire and The Humber","North Lincolnshire","A180","TR","512985","414445","LA Boundary","LA Boundary","0.5","0","15","3182","9","796","172","40","42","81","629","569","1533","5535"
"2006","73835","Yorkshire and The Humber","North Lincolnshire","A161","PR","477141","398294","LA Boundary","B1396","1.86","10","51","1832","13","412","55","7","14","11","13","30","129","2437"
"2006","73907","Yorkshire and The Humber","Rotherham","A6178","PU","442000","391880","LA Boundary","A630","1.18","47","36","3992","67","804","200","38","45","19","104","111","517","5415"
"2006","73908","Yorkshire and The Humber","Rotherham","A631","PU","441890","390430","LA Boundary","A630","0.99","12","11","2907","28","426","64","12","4","3","17","19","119","3491"
"2006","73909","Yorkshire and The Humber","Sheffield","M1","TM","440800","389800","LA Boundary","34","1.24","0","169","28774","199","5140","1311","226","210","315","1169","887","4119","38401"
"2006","73910","Yorkshire and The Humber","Rotherham","A630","PU","442410","388750","B6533 Poplar Way","B6066 Rotherham Rd","0.87","0","86","13728","77","2093","376","60","69","53","122","101","781","16766"
"2006","73911","Yorkshire and The Humber","Rotherham","A57","PU","444660","384380","LA Boundary","B6200","0.62","7","45","4416","28","550","137","22","37","11","18","20","244","5283"
"2006","73925","Yorkshire and The Humber","Barnsley","A61","PR","433640","398900","LA Boundary","A616","0.19","1","9","945","8","139","21","4","5","3","9","6","49","1150"
"2006","74006","Yorkshire and The Humber","North Yorkshire","M62","TM","454400","422360","LA Boundary","34","1.8","0","103","23240","84","5145","1219","218","266","399","2263","3137","7502","36074"
"2006","74007","Yorkshire and The Humber","North Yorkshire","A645","PR","454600","424260","LA Boundary","A19","3.23","17","80","4758","29","750","144","29","8","61","134","155","532","6149"
"2006","74008","Yorkshire and The Humber","Wakefield","A162","TU","448334","423901","A645","LA Boundary","0.68","0","68","9293","35","1560","421","67","93","162","480","968","2191","13146"
"2006","74053","Yorkshire and The Humber","York","A19","PR","457000","455810","A1237","LA Boundary","1.74","3","47","4887","43","867","171","27","36","55","98","117","504","6348"
"2006","74054","Yorkshire and The Humber","York","A59","PR","454000","453630","LA Boundary","A1237","3.17","1","123","16085","156","2400","426","105","163","109","263","202","1268","20031"
"2006","74055","Yorkshire and The Humber","York","A64","TR","455000","447210","LA Boundary","A1237","1.06","10","65","14806","136","2185","371","70","42","108","263","227","1080","18271"
"2006","74056","Yorkshire and The Humber","York","A19","PR","462720","444630","LA Boundary","A64","3.42","9","248","22643","152","2615","324","82","85","71","241","178","982","26640"
"2006","74057","Yorkshire and The Humber","York","A64","TR","464850","456760","A1237","LA Boundary","3.11","2","93","20885","150","2752","489","92","112","126","375","509","1703","25583"
"2006","74201","Yorkshire and The Humber","Leeds","A1","TR","441240","448600","A1","LA Boundary","0.79","0","51","14516","58","2506","599","124","154","245","1023","1317","3463","20593"
"2006","74250","Yorkshire and The Humber","Leeds","A660","PR","423730","444360","A658","Leeds Rd roundabout, Otley","2.11","15","58","9983","100","1137","145","22","42","28","27","38","302","11580"
"2006","74396","Yorkshire and The Humber","Bradford","A650","PU","418240","430800","A6117","A650 split (Rook Lane)","0.25","6","33","2214","30","436","60","15","11","10","18","34","148","2862"
"2006","74397","Yorkshire and The Humber","Bradford","A6177","PU","417890","430850","Rook Lane","A650","0.25","7","30","3550","27","646","102","17","18","13","29","37","215","4468"
"2006","74490","Yorkshire and The Humber","Doncaster","A638","PR","464600","395920","A614","B6463 Sheep Bridge Lane","4.29","49","149","14990","241","2063","518","116","63","20","66","58","840","18283"
"2006","74525","Yorkshire and The Humber","Bradford","A650","PU","416751","433685","A6037","A658","0.43","2","46","5536","19","973","170","17","23","22","44","32","309","6883"
"2006","74810","Yorkshire and The Humber","Leeds","A6110","PU","428380","429450","A6110 Ring Road Beeston","A653 Dewsbury Road","0.37","5","18","2351","9","423","42","11","22","7","10","16","108","2909"
"2006","74811","Yorkshire and The Humber","Kirklees","A62","PU","423890","427860","M621 roundabout","LA Boundary","0.06","1","4","700","3","119","33","5","5","4","14","14","74","902"
"2006","74812","Yorkshire and The Humber","Leeds","A58","PU","428820","432600","A62","Holbeck Lane roundabout","0.43","26","37","3269","67","682","51","7","7","5","13","14","97","4151"
"2006","74813","Yorkshire and The Humber","Leeds","A653","PU","430030","432600","M621 spur","A61","0.37","10","33","6157","151","752","60","9","5","9","14","9","107","7200"
"2006","74814","Yorkshire and The Humber","Leeds","A64","PU","431150","433670","Shannon Street","A64(M) York Road","0.19","6","16","2088","130","282","36","11","15","4","7","6","79","2596"
"2006","74815","Yorkshire and The Humber","Leeds","A61","PU","430720","434600","A61 Sheepscar Street South","A58","0.12","2","2","279","4","82","3","1","1","0","0","1","6","373"
"2006","74816","Yorkshire and The Humber","Leeds","A61","PU","430740","434750","A61 spur","A58 Barrack Road","0.19","10","13","1001","7","207","12","3","2","1","1","1","19","1247"
"2006","74817","Yorkshire and The Humber","Leeds","A58","PU","430670","434750","A61 Meanwood Road","A61 Sheepscar Sstreet South","0.12","4","7","1821","24","210","14","2","1","2","1","2","23","2085"
"2006","74818","Yorkshire and The Humber","Leeds","A65","PU","428500","433960","B6157","A58","2.11","183","212","23820","502","3435","244","83","62","45","79","46","558","28528"
"2006","74871","Yorkshire and The Humber","East Riding of Yorkshire","M62","TM","487450","431290","38","A63","0.31","0","5","2029","12","416","108","18","16","25","155","148","470","2932"
"2006","74887","Yorkshire and The Humber","Leeds","A61","PU","430750","431950","M621 Jn4","A639","0.37","1","6","2445","17","579","108","29","26","14","30","45","251","3298"
"2006","74888","Yorkshire and The Humber","Leeds","A61","PU","430600","431470","M621 jn5","M621 jn4","0.43","2","3","1587","10","550","59","18","13","6","10","16","121","2270"
"2006","74889","Yorkshire and The Humber","Leeds","A61","PU","430950","432170","South Accomodation Road","Hunslett Distributor","0.12","7","16","1603","45","306","32","12","11","5","12","17","90","2059"
"2006","74890","Yorkshire and The Humber","Leeds","A61","PU","430750","432450","A653","Black Bull Street","0.31","15","32","2580","106","397","48","8","6","5","6","10","83","3198"
"2006","74891","Yorkshire and The Humber","Leeds","A61","PU","431100","433000","A639","A653","1.12","33","19","4373","51","1115","153","83","105","16","22","32","411","5968"
"2006","74892","Yorkshire and The Humber","Leeds","A653","PU","431000","433490","A61 roundabout","A64M slip","0.31","3","12","2323","25","345","55","23","35","8","13","8","142","2846"
"2006","74904","Yorkshire and The Humber","North East Lincolnshire","A180","PU","526400","410290","A180 Trunk","A16","1.24","19","125","13819","65","2582","387","78","49","62","221","181","978","17569"
"2006","74943","Yorkshire and The Humber","Wakefield","A636","PU","433090","420250","A636 Charlesworth Way","A638","0.19","7","6","1102","8","134","18","2","3","1","1","2","26","1275"
"2006","74944","Yorkshire and The Humber","Wakefield","A636","PU","432850","420300","A636 Denby Dale Road","A638","0.31","3","4","1034","9","124","15","3","2","1","2","1","23","1195"
"2006","74945","Yorkshire and The Humber","Wakefield","A638","PU","432770","420550","Charlesworth Way","Westgate","0.12","1","3","478","2","89","14","2","2","1","1","2","21","593"
"2006","74946","Yorkshire and The Humber","Wakefield","A638","PU","432670","420580","Ings Road","Quebec Street","0.06","2","10","706","15","91","11","2","2","1","1","2","19","842"
"2006","74947","Yorkshire and The Humber","Wakefield","A638","PU","432700","420470","Westgate","Charlesworth Way","0.19","3","5","788","5","102","13","1","1","1","1","1","19","918"
"2006","74948","Yorkshire and The Humber","Wakefield","A645","PU","448270","423200","A645 spur","A645 spur","0.25","4","7","971","21","148","18","4","7","1","6","19","56","1203"
"2006","74949","Yorkshire and The Humber","Wakefield","A162","TU","448180","423380","A645 Pontefract Road","A1 main route","0.25","0","6","367","1","71","13","3","5","2","11","14","48","493"
"2006","74950","Yorkshire and The Humber","Wakefield","A162","TU","448400","423470","A645 Pontefract Road","A1 main route","0.19","0","1","276","2","50","9","2","5","2","7","7","31","361"
"2006","75109","Yorkshire and The Humber","Barnsley","A633","PU","442030","402300","LA Boundary","A6195","0.12","4","4","483","4","62","13","2","5","1","2","2","24","577"
"2006","75157","Yorkshire and The Humber","North Yorkshire","A162","TR","448230","442350","A162 main route","A64","0.37","0","1","219","1","28","6","1","1","1","4","4","17","266"
"2006","75158","Yorkshire and The Humber","North Yorkshire","A1","TR","441740","453500","LA Boundary","A1M/A168/Moor Lane","2.61","0","178","43427","270","9128","2692","396","387","1090","3670","5556","13791","66795"
"2006","75159","Yorkshire and The Humber","North Yorkshire","A168","PR","441100","457320","A168 main route","A59","0.12","0","1","99","1","22","5","3","3","1","2","2","16","138"
"2006","75160","Yorkshire and The Humber","North Yorkshire","A59","PR","441050","457240","A1M roundabout","A168","0.19","0","7","943","9","129","30","7","11","4","15","15","83","1172"
"2006","75161","Yorkshire and The Humber","North Yorkshire","A168","TR","440650","476200","A167 mid-junction","A167","0.25","0","6","1669","12","308","83","14","17","26","126","124","391","2386"
"2006","75162","Yorkshire and The Humber","North Yorkshire","A168","TR","440540","476000","A167","A167 mid-junction","0.25","0","6","1669","12","308","83","14","17","26","126","124","391","2386"
"2006","75163","Yorkshire and The Humber","North Yorkshire","A61","TR","442760","484500","A168","A19","0.31","0","1","163","1","20","4","1","0","1","0","0","5","191"
"2006","75164","Yorkshire and The Humber","North Yorkshire","A61","TR","442700","484340","A168","A19","0.25","0","1","113","1","15","4","1","1","1","2","2","10","140"
"2006","75165","Yorkshire and The Humber","North Yorkshire","A61","TR","442530","484600","A168","A19","0.25","0","4","253","1","38","7","1","1","1","3","1","15","311"
"2006","75166","Yorkshire and The Humber","North Yorkshire","A19","TR","442570","484750","A61","A61","0.19","0","10","1280","11","215","62","9","3","30","100","106","309","1825"
"2006","75167","Yorkshire and The Humber","North Yorkshire","A19","TR","442750","484330","A61","A61","0.31","0","22","2289","12","422","91","15","11","55","173","183","528","3274"
"2006","75168","Yorkshire and The Humber","North Yorkshire","A684","PR","428230","489500","A1 spur","A1 spur","0.12","1","3","399","7","52","11","3","2","4","3","2","25","485"
"2006","75169","Yorkshire and The Humber","North Yorkshire","A1","TR","428250","489390","A1 main route","A684","0.12","0","2","344","4","52","14","2","2","5","21","27","71","472"
"2006","75170","Yorkshire and The Humber","North Yorkshire","A1","TR","428400","489560","A1 main route","A684","0.12","0","2","344","4","52","14","2","2","5","21","27","71","472"
