Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2000","57330","Yorkshire and The Humber","Sheffield","A6178","PU","440000","391200","M1","LA Boundary","0.68","10","13","1883","59","405","125","33","40","28","82","96","403","2764"
"2000","57338","Yorkshire and The Humber","Barnsley","A633","PU","437800","405000","A635","B6096","2.42","42","134","13292","390","1925","362","127","39","70","67","36","702","16442"
"2000","57344","Yorkshire and The Humber","Wakefield","A636","PU","433030","420000","A6186","A636 Charlesworth Way","1.37","12","17","10315","159","609","514","46","40","28","30","57","714","11814"
"2000","57405","Yorkshire and The Humber","North Yorkshire","A684","PR","430000","490778","A1 spur","A167","5.47","74","192","15626","384","1985","406","88","64","32","154","58","803","18990"
"2000","57417","Yorkshire and The Humber","Bradford","A641","PU","415000","426800","A58","A6036","2.49","43","95","10854","209","1526","263","43","17","27","28","19","398","13082"
"2000","57418","Yorkshire and The Humber","Sheffield","A6102","PR","430000","394260","Winn Gardens","A616(T)","5.1","80","207","15857","282","1710","239","22","15","21","26","13","336","18391"
"2000","57429","Yorkshire and The Humber","Calderdale","A649","PU","414000","425330","A58/A644","A641","1.62","7","44","3636","73","440","29","4","3","4","4","3","46","4240"
"2000","57437","Yorkshire and The Humber","Bradford","A647","PU","414630","432000","A6177","A6177","0.43","7","9","2170","52","286","61","4","1","6","6","5","83","2600"
"2000","57440","Yorkshire and The Humber","Barnsley","A629","PR","430150","400000","A629 spur","A628","4.85","14","85","14044","64","1783","378","128","66","57","112","50","789","16765"
"2000","57442","Yorkshire and The Humber","Leeds","A650","PU","425000","427500","A643","A6029","1.43","29","35","6813","56","1431","218","29","17","66","88","46","464","8799"
"2000","57448","Yorkshire and The Humber","Leeds","A656","PR","442800","430000","LA Boundary","A63","3.29","19","177","8569","112","1356","119","29","54","35","87","45","369","10583"
"2000","57449","Yorkshire and The Humber","York","A1036","PU","461570","453000","Monkgate/Foss Bank","Jockey Lane roundabout","1.55","59","76","6947","55","703","84","17","5","17","11","10","143","7925"
"2000","57460","Yorkshire and The Humber","Kingston upon Hull, City of","A1079","PU","509000","430000","A1165","A165","1.43","606","129","9244","279","1178","189","16","5","33","27","20","290","11120"
"2000","57483","Yorkshire and The Humber","Barnsley","A635","PR","445900","404670","A6195","LA Boundary","2.86","28","120","9758","71","1328","531","112","158","121","241","118","1282","12559"
"2000","57485","Yorkshire and The Humber","Leeds","A653","PU","430000","430966","A6110 Ring Road Beeston","M621","1.68","59","61","7404","483","1336","249","37","56","26","64","46","478","9761"
"2000","57490","Yorkshire and The Humber","Leeds","A660","TU","427000","440000","A6120","A658Kingsley Drive, Holt Park","1.55","46","42","7948","148","679","84","23","74","28","34","14","258","9074"
"2000","57515","Yorkshire and The Humber","Calderdale","A681","PR","390000","423700","LA Boundary","A6033","3.11","13","18","2457","17","519","97","11","11","5","11","0","135","3146"
"2000","57516","Yorkshire and The Humber","North East Lincolnshire","A1031","PU","529000","408000","A1098","A46","0.93","106","105","7130","21","812","111","14","7","5","12","11","159","8227"
"2000","57534","Yorkshire and The Humber","Kingston upon Hull, City of","A1166","PU","506000","427760","A1105","Hessle Rd","0.62","46","23","1652","25","218","40","6","4","4","2","4","60","1978"
"2000","57535","Yorkshire and The Humber","York","A1079","PU","462000","451280","A1036","Oswaldwick Link Rd","1.93","439","232","9239","318","1434","265","21","10","22","25","12","355","11578"
"2000","57540","Yorkshire and The Humber","North Lincolnshire","A1077","PR","495000","421280","A1029","B1204","9.88","43","419","18373","257","2878","535","134","250","141","499","170","1728","23656"
"2000","57542","Yorkshire and The Humber","East Riding of Yorkshire","A1035","PR","502000","439700","A1079(T)","A164","1.8","11","53","3299","39","282","158","35","20","80","43","15","351","4023"
"2000","57556","Yorkshire and The Humber","East Riding of Yorkshire","A1033","PR","520000","426820","B1240","B1362","13.36","787","1041","51917","494","4586","1056","230","24","142","284","103","1838","59878"
"2000","57557","Yorkshire and The Humber","East Riding of Yorkshire","A1034","PR","489688","440000","B1230 Beverley over High Hunsley","A1079","4.97","5","91","7294","75","939","289","58","60","53","196","87","744","9142"
"2000","57573","Yorkshire and The Humber","Kingston upon Hull, City of","A1105","PU","509000","428652","Rawling Way roundabout","A1079","0.62","192","33","2691","176","0","0","0","0","0","0","13","13","2913"
"2000","57580","Yorkshire and The Humber","North Lincolnshire","A1084","PR","501000","407000","A18","LA Boundary","0.81","16","20","1158","7","109","33","8","10","4","8","4","68","1362"
"2000","57589","Yorkshire and The Humber","Leeds","A642","PU","436100","428300","A639","A639","0.19","3","8","739","10","99","10","3","5","1","1","0","20","876"
"2000","57696","Yorkshire and The Humber","Leeds","A58","PU","428610","432870","A643","A647 Canal St roundabout","0.25","3","23","4433","31","793","101","17","10","18","30","18","193","5474"
"2000","57698","Yorkshire and The Humber","Kirklees","A638","PU","424400","421500","A644","Wakefield Rd","0.5","7","12","2010","81","336","89","18","19","11","14","10","160","2598"
"2000","57702","Yorkshire and The Humber","Leeds","A653","PU","430510","432730","A61","A61","0.19","6","17","2016","58","271","31","7","3","6","8","5","59","2421"
"2000","57704","Yorkshire and The Humber","Calderdale","A6033","PR","400000","431200","A646(T)","LA Boundary","4.47","8","46","2859","13","432","100","7","13","10","10","0","139","3489"
"2000","57708","Yorkshire and The Humber","York","A1036","PU","460679","452189","Foss Bank","Monkgate","0.19","17","8","494","13","92","6","8","1","1","1","1","17","623"
"2000","57709","Yorkshire and The Humber","Kingston upon Hull, City of","A1079","PU","509316","428477","A1105","A63","0.19","5","11","773","9","96","21","3","1","3","4","4","37","924"
"2000","57730","Yorkshire and The Humber","Kirklees","A629","PR","411310","419200","A643","LA Boundary","0.25","1","15","2080","29","357","104","9","9","13","25","15","174","2655"
"2000","57732","Yorkshire and The Humber","Bradford","A6177","PU","418100","434430","A647","A658","1.24","27","50","6129","38","844","194","21","20","34","48","44","361","7422"
"2000","57751","Yorkshire and The Humber","Leeds","A6110","PU","428100","430000","A643","A6110 split","0.5","15","58","5527","38","735","95","20","18","17","43","22","215","6573"
"2000","57832","Yorkshire and The Humber","Kingston upon Hull, City of","A63","TU","505000","426200","LA Boundary","A1166","1.93","4","276","25713","83","3518","1076","216","140","412","1222","913","3980","33570"
"2000","57840","Yorkshire and The Humber","North Yorkshire","A6136","PR","422530","500000","A6136 Leeming Lane","A1","1.37","9","32","3158","30","557","141","52","86","17","44","45","384","4160"
"2000","57852","Yorkshire and The Humber","North Yorkshire","A6068","PU","401200","445292","A629(T)","Old Hall Road","1.49","40","20","2488","31","496","227","29","27","67","95","46","490","3525"
"2000","57855","Yorkshire and The Humber","North Yorkshire","A64","TR","454000","446470","A659","LA Boundary","3.04","67","436","42857","362","5485","1378","188","150","377","864","478","3436","52576"
"2000","57857","Yorkshire and The Humber","Rotherham","A630","PU","442300","392800","Main St","A629","0.25","4","17","2345","3","428","109","20","17","11","22","26","204","2997"
"2000","57861","Yorkshire and The Humber","Sheffield","A61","PU","435000","386360","A621","A625","0.31","13","35","4998","62","583","82","11","7","10","6","4","121","5799"
"2000","57875","Yorkshire and The Humber","Sheffield","A6135","PU","436300","391970","A6102","A629","4.04","27","46","16287","965","1758","294","21","9","12","18","3","356","19412"
"2000","57884","Yorkshire and The Humber","Bradford","A650","TU","406500","442050","A629(T)","B6265","0.43","9","23","3810","15","436","182","16","13","19","37","13","281","4565"
"2000","57940","Yorkshire and The Humber","Bradford","A658","PU","418770","436000","A6176","A657","1.12","13","56","7748","66","1038","150","25","25","32","64","37","334","9240"
"2000","57942","Yorkshire and The Humber","North Lincolnshire","A15","TR","502550","420000","M180","A15","7.15","0","241","30171","199","4449","1470","191","128","408","1449","711","4357","39416"
"2000","57978","Yorkshire and The Humber","East Riding of Yorkshire","A15","TR","501720","426400","A63","A164 / A1105","0.31","3","25","1908","13","289","96","26","17","19","40","34","232","2468"
"2000","58091","Yorkshire and The Humber","East Riding of Yorkshire","A164","PU","503100","439980","A1035","A1035","0.31","24","9","847","16","83","27","5","4","7","4","5","52","1006"
"2000","58102","Yorkshire and The Humber","North Yorkshire","A162","PR","448400","443000","A162 spur","A659","0.5","7","28","1199","14","194","35","5","4","5","8","6","63","1498"
"2000","58154","Yorkshire and The Humber","Calderdale","A58","PU","406700","423880","A6026","A6142","0.12","2","7","617","10","107","24","2","1","1","2","2","32","774"
"2000","58188","Yorkshire and The Humber","Kirklees","A629","PR","420000","408140","LA Boundary","A635","2.24","28","50","4622","47","707","225","34","121","29","50","31","491","5918"
"2000","58227","Yorkshire and The Humber","Leeds","M621","TM","423654","428000","M62","A650(SPUR)","0.68","0","5","2263","8","334","173","16","13","43","183","103","530","3139"
"2000","58230","Yorkshire and The Humber","Leeds","A64","PM","430433","434000","A58M","A64","0.56","0","63","8318","141","1288","153","28","25","25","49","21","301","10112"
"2000","58268","Yorkshire and The Humber","Bradford","A647","PU","416860","433015","A6181","A650","0.25","4","12","1686","42","281","52","3","1","4","3","3","66","2087"
"2000","58269","Yorkshire and The Humber","Bradford","A647","PU","416504","432662","A641","A650","0.37","4","19","3226","34","428","95","12","11","7","5","6","135","3843"
"2000","58270","Yorkshire and The Humber","Bradford","A629","TR","403000","445177","A6034","LA Boundary","1.06","11","82","6941","48","1120","333","50","82","60","115","37","677","8867"
"2000","58277","Yorkshire and The Humber","Barnsley","A616","TR","430000","398900","LA boundary","A629","1.06","2","31","5478","24","973","336","98","65","101","300","317","1217","7724"
"2000","58294","Yorkshire and The Humber","York","A1237","PR","457000","454310","A59","A19","1.3","74","162","9932","57","1372","209","73","82","106","160","108","738","12262"
"2000","58295","Yorkshire and The Humber","North Yorkshire","A19","TR","462607","440000","A163","LA Boundary","6.09","11","359","22432","310","2329","606","87","109","183","455","152","1591","27021"
"2000","58352","Yorkshire and The Humber","Bradford","A65","TR","408900","448990","Main St","Victoria Avenue","1.62","9","88","9477","65","896","332","51","99","27","71","17","597","11123"
"2000","58360","Yorkshire and The Humber","North Lincolnshire","A15","TR","496210","397740","LA Boundary","B1206","1.49","0","11","2520","17","507","205","45","78","89","326","228","970","4025"
"2000","58366","Yorkshire and The Humber","East Riding of Yorkshire","A1079","TR","489000","441710","A1079 / A1034","A1079 / A1035","7.83","11","278","21764","266","3407","1375","335","232","355","759","473","3530","29245"
"2000","58394","Yorkshire and The Humber","Kirklees","A62","PU","415000","417720","A62 Southgate","A6107","2.86","85","279","25914","590","4486","704","244","142","64","219","83","1455","32724"
"2000","58395","Yorkshire and The Humber","Rotherham","A630","PU","444000","393730","A633","A6123","1.24","22","61","5565","141","781","200","56","65","22","91","81","515","7064"
"2000","58426","Yorkshire and The Humber","North Yorkshire","A59","PU","433000","456100","A6040","A6055","2.49","18","39","5982","83","1094","243","36","45","11","2","96","433","7631"
"2000","58427","Yorkshire and The Humber","Sheffield","A6102","PU","439193","386985","A57","B6200","0.75","11","60","6808","176","838","138","15","13","10","17","8","202","8084"
"2000","58447","Yorkshire and The Humber","North Yorkshire","A19","PR","456599","418035","LA Boundary","M62 JCT 34","3.85","39","279","6287","45","1114","276","44","20","87","155","58","640","8366"
"2000","58450","Yorkshire and The Humber","North Lincolnshire","A1029","PR","490216","412656","B1216","A1077","0.5","5","24","833","10","100","30","27","7","8","18","21","110","1078"
"2000","58451","Yorkshire and The Humber","East Riding of Yorkshire","A1079","TR","502280","437040","A1035","A164","2.36","7","167","12003","91","1069","481","68","74","114","321","212","1270","14600"
"2000","59050","Yorkshire and The Humber","Leeds","M621","TM","430528","430634","5","6","0.62","0","85","13516","85","1852","543","96","68","139","219","190","1255","16793"
"2000","60030","Yorkshire and The Humber","Sheffield","A61","PU","435800","387000","A61 merge","A6135","0.5","9","64","6468","120","662","154","23","14","13","19","12","237","7550"
"2000","60031","Yorkshire and The Humber","Rotherham","A6021","PU","443350","392470","A618","A6021 merge","0.37","2","13","1560","5","148","19","4","3","1","0","0","27","1754"
"2000","60032","Yorkshire and The Humber","Rotherham","A6021","PU","443210","393000","A6021 split","A633 / A630","0.87","4","22","1916","370","173","45","5","2","2","2","1","56","2537"
"2000","60033","Yorkshire and The Humber","Rotherham","A6123","PU","444970","394600","A630","A633","1.3","46","76","8718","36","1093","115","11","11","13","26","10","187","10110"
"2000","60034","Yorkshire and The Humber","Rotherham","A633","PU","443500","394700","A630","A633","1.06","32","49","7313","302","609","196","20","15","16","29","13","289","8562"
"2000","60035","Yorkshire and The Humber","Rotherham","M1","TM","447850","388500","32","M18 spur","1.3","0","49","27904","120","3640","1827","322","390","610","1696","1197","6042","37756"
